"stripped_cell_line_name","cell_line_name","Sample Name","CCLE_Name","alias","DepMap_ID","COSMIC identifier","Sanger_Model_ID","master_ccl_id","sampleid","Cellosaurus.Accession.id","sex","age","ds_group","ds_type","ds_subtype","characteristics","primary_site","sample_site","metastatic","primary_or_metastasis","depmap_public_comments"
"BB65RCC","BB65-RCC","BB65-RCC","BB65RCC_KIDNEY",NA,"ACH-002090",753533,"SIDM00191",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,NA,NA
"BC1","BC-1","BC-1","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002214",910919,"SIDM00896",NA,NA,NA,"Unknown",NA,"Lymphoid","Lymphoma","Primary effusion (PEL)",NA,NA,"abdomen",NA,NA,NA
"BC2","BC-2",NA,"BC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002478",NA,NA,NA,NA,NA,"Male",31,"Lymphoid","Lymphoma","NOS",NA,NA,"pleural_effusion",NA,"Primary",NA
"BC3","BC-3","BC-3","BC3_PLEURA",NA,"ACH-002215",910918,"SIDM00895",NA,NA,NA,"Unknown",NA,"Lymphoid","Lymphoma","Primary effusion (PEL)",NA,NA,"pleural_effusion",NA,NA,NA
"BC3C","BC-3C",NA,"BC3C_URINARY_TRACT",NA,"ACH-000593",NA,NA,55,"BC-3C","CVCL_1958","Female",82,"Urogenital","Bladder","Transitional cell",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"BCK4","BCK4",NA,NA,NA,"ACH-002921",NA,NA,NA,NA,NA,"Female",65,"Breast","Breast","Lobular",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"BCP1","BCP-1",NA,"BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000923",NA,NA,56,"BCP-1","CVCL_0107","Male",92,"Lymphoid","Lymphoma","Primary effusion (PEL)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BCPAP","B-CPAP","BCPAP","BCPAP_THYROID",NA,"ACH-000456",924104,"SIDM00992",57,"B-CPAP","CVCL_0153","Female",76,"Thyroid","Thyroid","Papillary",NA,"thyroid","thyroid",NA,"Primary",NA
"BDCM","BDCM",NA,"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000080",NA,NA,58,"BDCM","CVCL_4613","Male",NA,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)","M5","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BE13","BE-13","BE-13","BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002216",906763,"SIDM01245",NA,NA,NA,"Unknown",NA,"Lymphoid","T-cell leukemia","T-cell acute lymphoblastic leukemia (T-ALL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BE2C","BE2-C",NA,"BE2C_AUTONOMIC_GANGLIA",NA,"ACH-002552",NA,"SIDM01232",NA,NA,NA,"Unknown",NA,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"bone_marrow",NA,NA,NA
"BE2M17","BE2-M17","BE2-M17","BE2M17_AUTONOMIC_GANGLIA",NA,"ACH-002217",753616,"SIDM01229",NA,NA,NA,"Unknown",NA,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"BECK10","BECK-10",NA,"BECK10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001788",NA,NA,NA,NA,NA,"Unknown",NA,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BECKER","Becker","Becker","BECKER_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001016",906746,"SIDM00490",59,"Becker","CVCL_1093","Male",57,"Nervous system","Glioma","Astrocytoma",NA,"central_nervous_system","central_nervous_system",NA,NA,NA
"BEN","BEN","BEN","BEN_LUNG",NA,"ACH-000603",753534,"SIDM00990",60,"BEN","CVCL_1082","Male",71,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"BEWO","BeWo",NA,"BEWO_PLACENTA",NA,"ACH-001444",NA,"SIDM00692",NA,NA,NA,"Male",NA,"Urogenital","Endometrial","Choriocarcinoma",NA,NA,"central_nervous_system",NA,"Primary",NA
"BFTC905","BFTC-905","BFTC-905","BFTC905_URINARY_TRACT",NA,"ACH-000802",910926,"SIDM00989",61,"BFTC-905","CVCL_1083","Female",51,"Urogenital","Bladder","Transitional cell",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"BFTC909","BFTC-909","BFTC-909","BFTC909_KIDNEY",NA,"ACH-000792",910698,"SIDM00988",62,"BFTC-909","CVCL_1084","Male",64,"Kidney","Kidney","Transitional cell",NA,"kidney","kidney",NA,"Primary",NA
"BGC823",NA,NA,"BGC823_STOMACH",NA,"ACH-001017",NA,NA,NA,NA,NA,"Male",62,"Gastrointestinal","Gastric","Adenocarcinoma",NA,NA,"stomach",NA,NA,NA
"BHT101","BHT-101","BHT-101","BHT101_THYROID",NA,"ACH-000191",906696,"SIDM00987",64,"BHT-101","CVCL_1085","Female",63,"Thyroid","Thyroid","Papillary",NA,"thyroid","lymph_node",TRUE,"Metastasis",NA
"BHY","BHY","BHY","BHY_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000548",753535,"SIDM00986",65,"BHY","CVCL_1086","Male",52,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"BICR10","BICR 10","BICR10","BICR10_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001331",1290724,"SIDM00077",NA,NA,NA,"Female",NA,"Head and Neck","Head and Neck","Squamous","Oral",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"BICR16","BICR 16",NA,"BICR16_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000503",NA,NA,66,"BICR 16","CVCL_2308","Male",NA,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"BICR18","BICR 18",NA,"BICR18_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000992",NA,NA,67,"BICR 18","CVCL_2309","Male",NA,"Head and Neck","Head and Neck","Squamous","Laryngeal","upper_aerodigestive_tract","lymph_node",TRUE,"Metastasis",NA
"BICR22","BICR 22","BICR22","BICR22_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000794",1240121,"SIDM00485",68,"BICR 22","CVCL_2310","Male",NA,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","lymph_node",TRUE,"Metastasis",NA
"BICR3","BICR 3",NA,"BICR3_LUNG",NA,"ACH-001445",NA,NA,NA,NA,NA,"Female",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"BICR31","BICR 31","BICR31","BICR31_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000228",1290725,"SIDM00078",69,"BICR 31","CVCL_2312","Male",NA,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"BICR56","BICR 56",NA,"BICR56_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000771",NA,NA,70,"BICR 56","CVCL_2313","Female",NA,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"BICR6","BICR 6",NA,"BICR6_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000415",NA,NA,71,"BICR 6","CVCL_2314","Male",NA,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"BICR78","BICR 78","BICR78","BICR78_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001332",1240122,"SIDM00501",NA,NA,NA,"Male",NA,"Head and Neck","Head and Neck","Squamous","Oral",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"BICR82","BICR 82",NA,"BICR82_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001446",NA,NA,NA,NA,NA,"Male",NA,"Head and Neck","Head and Neck","Squamous","Jaw",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"BIN67","BIN-67",NA,"BIN67_OVARY",NA,"ACH-001278",NA,NA,NA,NA,NA,"Female",NA,"Urogenital","Ovarian","SCCOHT",NA,NA,"bone",TRUE,"Metastasis",NA
"BIRCH","Birch",NA,"BIRCH_SOFT_TISSUE",NA,"ACH-001749",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"BJAB","BJAB",NA,"BJAB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001447",NA,NA,NA,NA,NA,"Female",5,"Lymphoid","Lymphoma","Burkitts",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"BJHTERT","BJ hTERT",NA,"BJHTERT_FIBROBLAST",NA,"ACH-001018",NA,NA,NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"BL100","BL-100",NA,"BL100_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001448",NA,NA,NA,NA,NA,"Female",NA,"Lymphoid","Lymphoma","Burkitts",NA,NA,"bone_marrow",NA,"Primary",NA
"BL2","BL-2",NA,"BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001449",NA,NA,NA,NA,NA,"Male",7,"Lymphoid","Lymphoma","Burkitts",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"BL41","BL-41","BL-41","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000245",910706,"SIDM00985",74,"BL-41","CVCL_1087","Male",8,"Lymphoid","Lymphoma","Burkitts",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BL70","BL-70",NA,"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000402",NA,"SIDM00074",75,"BL-70","CVCL_1088","Male",16,"Lymphoid","Lymphoma","Burkitts",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BLN3","BLN-3",NA,"BLN3_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002682",NA,NA,NA,NA,NA,"Female",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,NA,NA
"BLUE1","BLUE-1",NA,"BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001450",NA,NA,NA,NA,NA,"Male",29,"Lymphoid","Lymphoma","Burkitts",NA,NA,"bone_marrow",NA,"Primary",NA
"BOKU","BOKU",NA,"BOKU_CERVIX",NA,"ACH-001451",NA,"SIDM00073",NA,NA,NA,"Female",NA,"Urogenital","Cervical","Squamous",NA,NA,"cervix",NA,"Primary",NA
"BONNA12","BONNA-12","BONNA-12","BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001452",906695,"SIDM00984",NA,NA,NA,"Male",46,"Lymphoid","B-cell leukemia","Hairy cell leukemia (HCL)",NA,NA,"spleen",TRUE,"Metastasis",NA
"BPH1","BPH-1","BPH-1","BPH1_PROSTATE",NA,"ACH-001453",924105,"SIDM00964",NA,NA,NA,"Male",68,"Urogenital","Prostate","Hyperplasia",NA,NA,"prostate",NA,"Primary",NA
"BROLI","BroLi",NA,"BROLI_SKIN","BroLi","ACH-001019",NA,NA,NA,NA,NA,"Male",NA,"Skin","Skin carcinoma","Merkel cell",NA,NA,"pleural_effusion",NA,NA,NA
"BT112","BT112",NA,NA,NA,"ACH-002811",NA,NA,77,"BT 112","CVCL_WW37","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT1153","BT1153",NA,NA,"CPDM_0102X","ACH-002888",NA,NA,NA,NA,NA,"Male",57.7,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT1160","BT1160",NA,NA,NA,"ACH-002807",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","NOS","NOS",NA,NA,"central_nervous_system",NA,"Unknown",NA
"BT12","BT-12",NA,"BT12_SOFT_TISSUE",NA,"ACH-000160",NA,NA,155820,"BT-12","CVCL_M155","Female",0.1,"Soft tissue","Rhabdoid","Atypical Teratoid Rhabdoid Tumor (ATRT)",NA,"","soft_tissue",NA,NA,NA
"BT131","BT131",NA,NA,NA,"ACH-002848",NA,NA,78,"BT 131","CVCL_WW38",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"","Unknown",NA,"Unknown",NA
"BT138","BT138",NA,NA,NA,"ACH-002829",NA,NA,NA,NA,NA,"Male",50,"Nervous system","Glioma","Oligodendroglioma",NA,NA,"central_nervous_system",NA,"Primary",NA
"BT139",NA,NA,NA,NA,NA,NA,NA,79,"BT 139","CVCL_WW39",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT145","BT145",NA,NA,NA,"ACH-002817",NA,NA,80,"BT 145","CVCL_IP10","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT147","BT147",NA,NA,NA,"ACH-002822",NA,NA,81,"BT 147","CVCL_WW40","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT159","BT159",NA,NA,NA,"ACH-002823",NA,NA,82,"BT 159","CVCL_IP11","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT16","BT-16",NA,"BT16_SOFT_TISSUE",NA,"ACH-001020",NA,NA,155821,"BT-16","CVCL_M156","Male",2,"Soft tissue","Rhabdoid","Atypical Teratoid Rhabdoid Tumor (ATRT)",NA,"","soft_tissue",NA,NA,NA
"BT164","BT164",NA,NA,NA,"ACH-002818",NA,NA,83,"BT 164","CVCL_WW41","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT172","BT172",NA,NA,NA,"ACH-002820",NA,NA,84,"BT 172","CVCL_IP12","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT179","BT179",NA,NA,NA,"ACH-002816",NA,NA,85,"BT179","CVCL_WW43","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT182","BT182",NA,NA,NA,"ACH-002813",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,"Unknown",NA
"BT187","BT187",NA,NA,NA,"ACH-002826",NA,NA,88,"BT 187","CVCL_WW46","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT188","BT188",NA,NA,NA,"ACH-002827",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","NOS","NOS",NA,NA,"central_nervous_system",NA,"Unknown",NA
"BT20","BT-20","BT-20","BT20_BREAST",NA,"ACH-000536",906801,"SIDM00893",90,"BT-20","CVCL_0178","Female",74,"Breast","Breast","Ductal","ERneg; HER2neg; Basal A","breast","breast",NA,"Primary",NA
"BT216",NA,NA,NA,NA,NA,NA,NA,91,"BT 216","CVCL_WW49",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT224","BT224",NA,NA,NA,"ACH-002814",NA,NA,92,"BT 224","CVCL_WW50","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT228","BT228",NA,NA,NA,"ACH-002810",NA,NA,93,"BT 228","CVCL_WW51","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT231",NA,NA,NA,NA,NA,NA,NA,94,"BT 231","CVCL_WW52",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT232","BT232",NA,NA,NA,"ACH-002808",NA,NA,155803,"BT 232","CVCL_WW53","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT237","BT237",NA,NA,NA,"ACH-002830",NA,NA,NA,NA,NA,"Female",43,"Nervous system","Glioma","Oligodendroglioma",NA,NA,"central_nervous_system",NA,"Primary",NA
"BT239","BT239",NA,NA,NA,"ACH-002849",NA,NA,95,"BT 239","CVCL_WW54",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"","Unknown",NA,"Unknown",NA
"BT245","BT245",NA,NA,NA,"ACH-002815",NA,NA,155804,"BT 245","CVCL_IP13","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT248",NA,NA,NA,NA,NA,NA,NA,96,"BT 248","CVCL_WW55",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT271",NA,NA,NA,NA,NA,NA,NA,155805,"BT 271","CVCL_WW56",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT286","BT286",NA,NA,NA,"ACH-002821",NA,NA,155806,"BT 286","CVCL_WW57","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT320","BT320",NA,NA,NA,"ACH-002824",NA,NA,155807,"BT 320","CVCL_WW58","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT325","BT325",NA,NA,"CPDM_1296X","ACH-002889",NA,NA,NA,NA,NA,"Female",65.7,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT328","BT328",NA,NA,"CPDM_1297X","ACH-002890",NA,NA,155808,"BT 328","CVCL_WW59","Male",63.1,"Nervous system","Glioma","Glioblastoma",NA,"","brain",NA,"Primary",NA
"BT330","BT330",NA,NA,NA,"ACH-002851",NA,NA,155809,"BT 330","CVCL_WW60",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"","Unknown",NA,"Unknown",NA
"BT333","BT333",NA,NA,NA,"ACH-002812",NA,NA,155810,"BT 333","CVCL_WW61","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT340","BT340",NA,NA,"CPDM_1299X","ACH-002891",NA,NA,155811,"BT 340","CVCL_WW62","Male",45.5,"Nervous system","Glioma","Glioblastoma",NA,"","brain",NA,"Unknown",NA
"BT359","BT359",NA,NA,NA,"ACH-002828",NA,NA,155812,"BT 359","CVCL_WW63","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT360","BT360",NA,NA,NA,"ACH-002809",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,"Unknown",NA
"BT397","BT397",NA,NA,"CPDM_1305X","ACH-002892",NA,NA,NA,NA,NA,"Female",69.2,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT416",NA,NA,NA,NA,NA,NA,NA,155813,"BT 416","CVCL_WW64",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT422",NA,NA,NA,NA,NA,NA,NA,155814,"BT 422","CVCL_WW65",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT428","BT428",NA,NA,NA,"ACH-002819",NA,NA,155815,"BT 428","CVCL_WW66","Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Unknown",NA
"BT440",NA,NA,NA,NA,NA,NA,NA,155816,"BT 440","CVCL_WW67",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT444","BT444",NA,NA,"CPDM_1317X","ACH-002893",NA,NA,155817,"BT 444","CVCL_WW68","Male",90.6,"Nervous system","Glioma","Glioblastoma",NA,"","brain",NA,"Unknown",NA
"BT474","BT-474","BT-474","BT474_BREAST",NA,"ACH-000927",946359,"SIDM00963",97,"BT-474","CVCL_0179","Female",60,"Breast","Breast","Ductal","ERpos; HER2pos","breast","breast",NA,"Primary",NA
"BT482",NA,NA,NA,NA,NA,NA,NA,155818,"BT 482","CVCL_WW69",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT483","BT-483","BT-483","BT483_BREAST",NA,"ACH-000818",949093,"SIDM00892",NA,NA,NA,"Female",23,"Breast","Breast","Ductal","ERpos; HER2neg; Luminal",NA,"breast",NA,"Primary",NA
"BT484","BT484",NA,NA,"CPDM_1323X","ACH-002894",NA,NA,NA,NA,NA,"Female",58.6,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT498","BT498",NA,NA,"CPDM_1325X","ACH-002895",NA,NA,120597,"BT 498","CVCL_WW71","Male",56.8,"Nervous system","Glioma","Glioblastoma",NA,"","brain",NA,"Primary",NA
"BT504",NA,NA,NA,NA,NA,NA,NA,155819,"BT 504","CVCL_WW72",NA,NA,"Nervous system","Glioma","Glioblastoma",NA,"",NA,NA,NA,NA
"BT509","BT509",NA,NA,"CPDM_1328X","ACH-002896",NA,NA,NA,NA,NA,"Male",50.3,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT511","BT511",NA,NA,"CPDM_1329X","ACH-002897",NA,NA,NA,NA,NA,"Female",4.9,"Nervous system","Glioma","Astrocytoma",NA,NA,"brain",NA,"Unknown",NA
"BT530","BT530",NA,NA,"CPDM_1334X","ACH-002898",NA,NA,NA,NA,NA,"Female",14.7,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT538","BT538",NA,NA,"CPDM_1335X","ACH-002899",NA,NA,NA,NA,NA,"Male",0.5,"Nervous system","Pineoblastoma","NOS",NA,NA,"brain",NA,"Unknown",NA
"BT539","BT539",NA,NA,"CPDM_1467X","ACH-002900",NA,NA,NA,NA,NA,"Male",54.2,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT549","BT-549","BT-549","BT549_BREAST",NA,"ACH-000288",905951,"SIDM00122",99,"BT-549","CVCL_1092","Female",72,"Breast","Breast","Ductal","ERneg; HER2neg; Basal B","breast","breast",NA,"Primary",NA
"BT559","BT559",NA,NA,NA,"ACH-002825",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,"Unknown",NA
"BT572","BT572",NA,NA,"CPDM_1337X","ACH-002901",NA,NA,NA,NA,NA,"Female",59.5,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT607","BT607",NA,NA,"CPDM_0100X","ACH-002902",NA,NA,NA,NA,NA,"Male",66.3,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT632","BT632",NA,NA,"CPDM_0098X","ACH-002903",NA,NA,NA,NA,NA,"Male",66.5,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT639","BT639",NA,NA,"CPDM_1343X","ACH-002904",NA,NA,NA,NA,NA,"Female",49,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT657","BT657",NA,NA,NA,"ACH-002876",NA,NA,NA,NA,NA,"Female",53,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT681","BT681",NA,NA,"CPDM_1346X","ACH-002905",NA,NA,NA,NA,NA,"Male",51.9,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT701","BT701",NA,NA,"CPDM_1348X","ACH-002906",NA,NA,NA,NA,NA,"Female",49.5,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT702","BT702",NA,NA,"CPDM_1349X","ACH-002907",NA,NA,NA,NA,NA,"Female",70.2,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT715","BT715",NA,NA,"CPDM_1351X","ACH-002908",NA,NA,NA,NA,NA,"Male",62.1,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BT752","BT752",NA,NA,"CPDM_0818X","ACH-002909",NA,NA,NA,NA,NA,"Male",25.8,"Nervous system","Glioma","Astrocytoma",NA,NA,"brain",NA,"Primary",NA
"BT774","BT774",NA,NA,"CPDM_1353X","ACH-002910",NA,NA,NA,NA,NA,"Male",51.3,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Primary",NA
"BT869","BT869",NA,NA,"CPDM_0802X","ACH-002911",NA,NA,NA,NA,NA,"Female",7.9,"Nervous system","Glioma","Astrocytoma",NA,NA,"brain",NA,"Unknown",NA
"BT921","BT921",NA,NA,"CPDM_0096X","ACH-002912",NA,NA,NA,NA,NA,"Male",66.1,"Nervous system","Glioma","Glioblastoma",NA,NA,"brain",NA,"Unknown",NA
"BV173","BV-173","BV-173","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000432",910710,"SIDM00962",100,"BV-173","CVCL_0181","Male",45,"Myeloid","Myeloid leukemia","Chronic myeloid leukemia (CML)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"BXPC3","BxPC-3","BxPC-3","BXPC3_PANCREAS",NA,"ACH-000535",906693,"SIDM00132",101,"BxPC-3","CVCL_0186","Female",61,"Gastrointestinal","Pancreas","Ductal adenocarcinoma","Exocrine","pancreas","pancreas",NA,"Primary",NA
"C079","C079",NA,"C079_SKIN",NA,"ACH-002513",NA,NA,NA,NA,NA,"Unknown",NA,"Skin","Melanoma","Acral",NA,NA,"skin",NA,"Primary",NA
"C10","C10",NA,"C10_LARGE_INTESTINE",NA,"ACH-001454",NA,NA,NA,NA,NA,"Male",71,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"large_intestine",NA,"Primary",NA
"C106","C106",NA,"C106_LARGE_INTESTINE",NA,"ACH-001455",NA,NA,NA,NA,NA,"Female",78,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"large_intestine",NA,"Primary",NA
"C125PM","C125PM",NA,"C125PM_LARGE_INTESTINE",NA,"ACH-001456",NA,NA,NA,NA,NA,"Unknown",NA,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"large_intestine",NA,"Primary",NA
"C202","C202",NA,"C202_BONE",NA,"ACH-001810",NA,NA,NA,NA,NA,"Unknown",NA,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,"Primary",NA
"C219","C219",NA,"C219_BONE",NA,"ACH-001811",NA,NA,NA,NA,NA,"Unknown",NA,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,"Primary",NA
"C232","C232",NA,"C232_BONE",NA,"ACH-001812",NA,NA,NA,NA,NA,"Unknown",NA,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,"Primary",NA
"C242","C242",NA,"C242_BONE",NA,"ACH-001813",NA,NA,NA,NA,NA,"Unknown",NA,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,"Primary",NA
